Mode	X(m)	Y(m)	Z(m)	Power(W)	tParam
0	0.042542	-0.048844	0.000000	350	0.799
0	0.042519	-0.048927	0.000000	0	0.005
0	0.052872	-0.054907	0.000000	350	0.8
0	0.052800	-0.054954	0.000000	0	0.005
0	0.042554	-0.049040	0.000000	350	0.799
0	0.042560	-0.049141	0.000000	0	0.006
0	0.052675	-0.054978	0.000000	350	0.8
0	0.052592	-0.055026	0.000000	0	0.006
0	0.042584	-0.049248	0.000000	350	0.8
0	0.042578	-0.049337	0.000000	0	0.006
0	0.052479	-0.055055	0.000000	350	0.8
0	0.052419	-0.055115	0.000000	0	0.005
0	0.042626	-0.049462	0.000000	350	0.799
0	0.042626	-0.049558	0.000000	0	0.006
0	0.052271	-0.055121	0.000000	350	0.8
0	0.052181	-0.055168	0.000000	0	0.007
0	0.042679	-0.049682	0.000000	350	0.799
0	0.042661	-0.049766	0.000000	0	0.006
0	0.052045	-0.055186	0.000000	350	0.8
0	0.051979	-0.055240	0.000000	0	0.006
0	0.042733	-0.049903	0.000000	350	0.8
0	0.042751	-0.050004	0.000000	0	0.007
0	0.051825	-0.055246	0.000000	350	0.8
0	0.051759	-0.055299	0.000000	0	0.006
0	0.042804	-0.050129	0.000000	350	0.8
0	0.042810	-0.050230	0.000000	0	0.007
0	0.051587	-0.055293	0.000000	350	0.799
0	0.051509	-0.055347	0.000000	0	0.007
0	0.042870	-0.050361	0.000000	350	0.8
0	0.042876	-0.050456	0.000000	0	0.007
0	0.051360	-0.055353	0.000000	350	0.8
0	0.051259	-0.055395	0.000000	0	0.008
0	0.042953	-0.050593	0.000000	350	0.8
0	0.042965	-0.050694	0.000000	0	0.008
0	0.051099	-0.055395	0.000000	350	0.8
0	0.051009	-0.055436	0.000000	0	0.008
0	0.043048	-0.050837	0.000000	350	0.799
0	0.043066	-0.050944	0.000000	0	0.009
0	0.050843	-0.055430	0.000000	350	0.8
0	0.050736	-0.055466	0.000000	0	0.009
0	0.043155	-0.051093	0.000000	350	0.799
0	0.043167	-0.051194	0.000000	0	0.008
0	0.050545	-0.055454	0.000000	350	0.8
0	0.050456	-0.055496	0.000000	0	0.008
0	0.043286	-0.051354	0.000000	350	0.8
0	0.043310	-0.051462	0.000000	0	0.01
0	0.050266	-0.055478	0.000000	350	0.799
0	0.050158	-0.055508	0.000000	0	0.01
0	0.043441	-0.051634	0.000000	350	0.799
0	0.043465	-0.051741	0.000000	0	0.01
0	0.049938	-0.055478	0.000000	350	0.799
0	0.049819	-0.055502	0.000000	0	0.012
0	0.043596	-0.051914	0.000000	350	0.8
0	0.043643	-0.052033	0.000000	0	0.013
0	0.049581	-0.055466	0.000000	350	0.8
0	0.049456	-0.055484	0.000000	0	0.013
0	0.043798	-0.052217	0.000000	350	0.799
0	0.043852	-0.052342	0.000000	0	0.015
0	0.049195	-0.055430	0.000000	350	0.799
0	0.049064	-0.055448	0.000000	0	0.015
0	0.044042	-0.052550	0.000000	350	0.8
0	0.044107	-0.052681	0.000000	0	0.017
0	0.048784	-0.055383	0.000000	350	0.8
0	0.048623	-0.055383	0.000000	0	0.02
0	0.044339	-0.052907	0.000000	350	0.801
0	0.044423	-0.053050	0.000000	0	0.023
0	0.048284	-0.055281	0.000000	350	0.8
0	0.048088	-0.055264	0.000000	0	0.029
0	0.044714	-0.053312	0.000000	350	0.799
0	0.044869	-0.053496	0.000000	0	0.04
0	0.047665	-0.055109	0.000000	350	0.802
0	0.047350	-0.055026	0.000000	0	0.063
0	0.045291	-0.053836	0.000000	350	0.799
0	0.045845	-0.054252	0.000000	0	0.163
0	0.046559	-0.054663	0.000000	350	0.804
